clean_name,full_name,first_name,surname,affiliation,homepage,scholar,middle_name
Nikolas Drivalos Matragkas,Nikolas Drivalos Matragkas,Nikolas,Matragkas,University of York,https://www-users.cs.york.ac.uk/~nikos,Dvp7fNoAAAAJ,Drivalos
Nikolas Martelaro,Nikolas Martelaro,Nikolas,Martelaro,Carnegie Mellon University,https://hcii.cmu.edu/people/nikolas-martelaro,SNnC2s4AAAAJ,\N
Nikolas Mitrou,Nikolas Mitrou,Nikolas,Mitrou,NTUA,http://mcwt.cn.ntua.gr/content/nikolaos-mitrou,wiq0MZ0AAAAJ,\N
Nikolaus Augsten,Nikolaus Augsten,Nikolaus,Augsten,University of Salzburg,https://dbresearch.uni-salzburg.at/people/augsten,NOSCHOLARPAGE,\N
Nikolaus Correll,Nikolaus Correll,Nikolaus,Correll,University of Colorado Boulder,http://correll.cs.colorado.edu/?page_id=19,OfYf-DMAAAAJ,\N
Nikolay A. Atanasov,Nikolay A. Atanasov,Nikolay,Atanasov,Univ. of California - San Diego,https://natanaso.github.io,RTkSatQAAAAJ,A.
Nikolay Atanasov,Nikolay Atanasov 0001,Nikolay,Atanasov,Univ. of California - San Diego,https://natanaso.github.io,RTkSatQAAAAJ,\N
Nikolay I. Nikolaev,Nikolay I. Nikolaev,Nikolay,Nikolaev,Goldsmiths University of London,https://www.gold.ac.uk/computing/staff/n-nikolaev,NOSCHOLARPAGE,I.
Nikolay Y. Nikolaev,Nikolay Y. Nikolaev,Nikolay,Nikolaev,Goldsmiths University of London,https://www.gold.ac.uk/computing/staff/n-nikolaev,NOSCHOLARPAGE,Y.
Nikolay Yakovets,Nikolay Yakovets,Nikolay,Yakovets,TU Eindhoven,https://www.tue.nl/staff/n.yakovets,NOSCHOLARPAGE,\N
Nikos Chrisochoides,Nikos Chrisochoides,Nikos,Chrisochoides,Old Dominion University,http://odu.edu/directory/people/n/nchrisoc,i0zT6P4AAAAJ,\N
Nikos Drivalos,Nikos Drivalos,Nikos,Drivalos,University of York,https://www-users.cs.york.ac.uk/~nikos,Dvp7fNoAAAAJ,\N
Nikos Hardavellas,Nikos Hardavellas,Nikos,Hardavellas,Northwestern University,http://www.eecs.northwestern.edu/~hardav,0pdiFKEAAAAJ,\N
Nikos Komninos,Nikos Komninos,Nikos,Komninos,City University of London,https://www.city.ac.uk/people/academics/nikos-komninos,rVGN5hUAAAAJ,\N
Nikos Komodakis,Nikos Komodakis,Nikos,Komodakis,University of Crete,https://www.csd.uoc.gr/~komod,xCPoT4EAAAAJ,\N
Nikos Laoutaris,Nikos Laoutaris,Nikos,Laoutaris,IMDEA Networks Institute,http://laoutaris.info,KaqnVUcAAAAJ,\N
Nikos Mamoulis,Nikos Mamoulis,Nikos,Mamoulis,University of Ioannina,https://cs.uoi.gr/~nikos,jOvUDjYAAAAJ,\N
Nikos Ntarmos,Nikos Ntarmos,Nikos,Ntarmos,University of Glasgow,https://ntarmos.info,RST7ccAAAAAJ,\N
Nikos P. Chrisochoides,Nikos P. Chrisochoides,Nikos,Chrisochoides,Old Dominion University,http://odu.edu/directory/people/n/nchrisoc,i0zT6P4AAAAJ,P.
Nikos Papanikolopoulos,Nikos Papanikolopoulos,Nikos,Papanikolopoulos,University of Minnesota,http://www-users.cs.umn.edu/~npapas,wQdo-bMAAAAJ,\N
Nikos Triandopoulos,Nikos Triandopoulos,Nikos,Triandopoulos,Stevens Institute of Technology,http://web.stevens.edu/facultyprofile/?id=2227,9GbyT1oAAAAJ,\N
Nikos Vasilakis,Nikos Vasilakis,Nikos,Vasilakis,Brown University,https://nikos.vasilak.is,yt3UwhMAAAAJ,\N
Nilah Ioannidis,Nilah Ioannidis,Nilah,Ioannidis,Univ. of California - Berkeley,https://www2.eecs.berkeley.edu/Faculty/Homepages/nilah.html,uNNLZxYAAAAJ,\N
Nilanjan Banerjee,Nilanjan Banerjee,Nilanjan,Banerjee,Univ. of Maryland - Baltimore County,http://www.csee.umbc.edu/~nilanb,ElJBmvgAAAAJ,\N
Nilanjan Chakraborty,Nilanjan Chakraborty,Nilanjan,Chakraborty,Stony Brook University,https://www.cs.stonybrook.edu/people/faculty/NilanjanChakraborty,Y4XkdPQAAAAJ,\N
Nilanjan Ray,Nilanjan Ray,Nilanjan,Ray,University of Alberta,https://webdocs.cs.ualberta.ca/~nray1,E3wuLqAAAAAJ,\N
Nilesh Patel,Nilesh Patel,Nilesh,Patel,Oakland University,https://oakland.edu/secs/directory/patel,NOSCHOLARPAGE,\N
Niloufar Salehi,Niloufar Salehi,Niloufar,Salehi,Univ. of California - Berkeley,http://niloufar.org,E0Zbuu8AAAAJ,\N
Niloy Ganguly,Niloy Ganguly,Niloy,Ganguly,IIT Kharagpur,http://www.facweb.iitkgp.ac.in/~niloy,hCbFmUUAAAAJ,\N
Niloy J. Mitra,Niloy J. Mitra,Niloy,Mitra,University College London,http://www0.cs.ucl.ac.uk/staff/n.mitra,dPrZJWMAAAAJ,J.
Nils Anders Danielsson,Nils Anders Danielsson,Nils,Danielsson,Chalmers/GU,https://www.chalmers.se/en/staff/Pages/nad.aspx,NOSCHOLARPAGE,Anders
Nils Aschenbruck,Nils Aschenbruck,Nils,Aschenbruck,University of Osnabrück,http://sys.cs.uos.de/aschenbruck/index_en.shtml,NOSCHOLARPAGE,\N
Nils Bertschinger,Nils Bertschinger,Nils,Bertschinger,Goethe University Frankfurt,https://www.fias.science/en/systemic-risk/research-groups/nils-bertschinger,iLErbK0AAAAJ,\N
Nils Fleischhacker,Nils Fleischhacker,Nils,Fleischhacker,Ruhr-University Bochum,https://www.crypto.ruhr-uni-bochum.de/staff/fleischhacker.html.en,cJpkmxsAAAAJ,\N
Nils Gregor Leander,Nils Gregor Leander,Nils,Leander,Ruhr-University Bochum,http://www.crypto.rub.de/staff/leander.html.en,qv21mtIAAAAJ,Gregor
Nils Jansen,Nils Jansen 0001,Nils,Jansen,Ruhr-University Bochum,https://nilsjansen.org,zUavkyEAAAAJ,\N
Nils M. Kriege,Nils M. Kriege,Nils,Kriege,University of Vienna,https://dm.cs.univie.ac.at/team/person/111520,wGT17PcAAAAJ,M.
Nils Napp,Nils Napp,Nils,Napp,University at Buffalo,https://www.cse.buffalo.edu/~nnapp,P-6kCNMAAAAJ,\N
Nils Ole Tippenhauer,Nils Ole Tippenhauer,Nils,Tippenhauer,CISPA Helmholtz Center,https://cispa.saarland/people/nils.tippenhauer,IptcAgQAAAAJ,Ole
Nils Thuerey,Nils Thuerey,Nils,Thuerey,TU Munich,https://wwwcg.in.tum.de/group/persons/thuerey.html,GEehwv8AAAAJ,\N
Nils Thürey,Nils Thürey,Nils,Thürey,TU Munich,https://wwwcg.in.tum.de/group/persons/thuerey.html,GEehwv8AAAAJ,\N
Nils Urbach,Nils Urbach,Nils,Urbach,University of Bayreuth,https://www.sim.uni-bayreuth.de/de/team/nils-urbach/index.php,H7D9_EkAAAAJ,\N
Nilufer Onder,Nilufer Onder,Nilufer,Onder,Michigan Technological University,https://www.mtu.edu/cs/department/faculty-staff/faculty/n-onder,BZi6Z08AAAAJ,\N
Nima Afraz,Nima Afraz,Nima,Afraz,University College Dublin,https://people.ucd.ie/nima.afraz,Ps84vZkAAAAJ,\N
Nima AhmadiPourAnari,Nima AhmadiPourAnari,Nima,AhmadiPourAnari,Stanford University,https://nimaanari.com,kmeUhO8AAAAJ,\N
Nima Anari,Nima Anari,Nima,Anari,Stanford University,https://nimaanari.com,kmeUhO8AAAAJ,\N
Nima Honarmand,Nima Honarmand,Nima,Honarmand,Stony Brook University,http://compas.cs.stonybrook.edu/~nhonarmand,Zg6T9tgAAAAJ,\N
Nima K. Kalantari,Nima K. Kalantari,Nima,Kalantari,Texas A&M University,http://nkhademi.com,0TGDhHsAAAAJ,K.
Nina Balcan,Nina Balcan,Nina,Balcan,Carnegie Mellon University,https://www.cs.cmu.edu/~ninamf,LWlN_BUAAAAJ,\N
Nina Bresnihan,Nina Bresnihan,Nina,Bresnihan,Trinity College Dublin,https://www.scss.tcd.ie/Nina.Bresnihan,GQVlMfcAAAAJ,\N
Nina C. Hubig,Nina C. Hubig,Nina,Hubig,Clemson University,https://sites.google.com/view/dzrpt-lab/about,NOSCHOLARPAGE,C.
Nina Gierasimczuk,Nina Gierasimczuk,Nina,Gierasimczuk,DTU,https://www.compute.dtu.dk/english,NOSCHOLARPAGE,\N
Nina S. T. Hirata,Nina S. T. Hirata,Nina,Hirata,USP,http://www.ime.usp.br/~nina,NOSCHOLARPAGE,S. T.
Nina Sumiko Tomita,Nina Sumiko Tomita,Nina,Tomita,USP,http://www.ime.usp.br/~nina,NOSCHOLARPAGE,Sumiko
Ning Cai,Ning Cai 0001,Ning,Cai,ShanghaiTech University,https://sist.shanghaitech.edu.cn/2020/0707/c7499a53906/page.htm,NOSCHOLARPAGE,\N
Ning Ding,Ning Ding 0001,Ning,Ding,Shanghai Jiao Tong University,https://cs.sjtu.edu.cn/en/PeopleDetail.aspx?id=262,NOSCHOLARPAGE,\N
Ning Gu,Ning Gu,Ning,Gu,Fudan University,http://www.cs.fudan.edu.cn/?page_id=2089,NOSCHOLARPAGE,\N
Ning Gui,Ning Gui,Ning,Gui,Central South University,https://faculty.csu.edu.cn/guining/en/index.htm,_yCbeb4AAAAJ,\N
Ning Wang,Ning Wang 0022,Ning,Wang,University of South Florida,https://ning-wang1.github.io,nrAMv9cAAAAJ,\N
Ning Xie,Ning Xie 0002,Ning,Xie,Florida International University,http://www.cs.fiu.edu/~nxie,H9x5YXkAAAAJ,\N
Ning Xie,Ning Xie 0003,Ning,Xie,UESTC,http://cfm.uestc.edu.cn/~xiening,sTKVj4IAAAAJ,\N
Ning Yang,Ning Yang 0001,Ning,Yang,Sichuan University,https://yneversky.github.io,z4KbvOoAAAAJ,\N
Ning Zhang,Ning Zhang 0017,Ning,Zhang,Washington University in St. Louis,https://n1ngz.github.io,gwB_pJcAAAAJ,\N
Ning-Yi Xu,Ning-Yi Xu,Ning-Yi,Xu,Shanghai Jiao Tong University,http://www.qingyuan.sjtu.edu.cn/a/xu-ning-yi-1.html,xp7ZUvUAAAAJ,\N
Ninghao Liu,Ninghao Liu,Ninghao,Liu,University of Georgia,https://cobweb.cs.uga.edu/~ninghaoliu/index.html,VagMMYcAAAAJ,\N
Ninghui Li,Ninghui Li,Ninghui,Li,Purdue University,https://www.cs.purdue.edu/homes/ninghui,Qc_4yiYAAAAJ,\N
Ninghui Sun,Ninghui Sun,Ninghui,Sun,Chinese Academy of Sciences,https://people.ucas.ac.cn/~snh,NOSCHOLARPAGE,\N
Ningning Hou,Ningning Hou,Ningning,Hou,Macquarie University,https://ningning-hou.github.io/homepage,zpy_vEsAAAAJ,\N
Ningning Xie,Ningning Xie,Ningning,Xie,University of Toronto,https://xnning.github.io,6DD_vkAAAAAJ,\N
Ningyi Xu,Ningyi Xu,Ningyi,Xu,Shanghai Jiao Tong University,http://www.qingyuan.sjtu.edu.cn/a/xu-ning-yi-1.html,xp7ZUvUAAAAJ,\N
Ningyu Zhang,Ningyu Zhang 0001,Ningyu,Zhang,Zhejiang University,https://person.zju.edu.cn/en/ningyu,xQDOPvsAAAAJ,\N
Nipun Batra,Nipun Batra 0001,Nipun,Batra,IIT Gandhinagar,https://www.iitgn.ac.in/faculty/comp/nipun.htm,rFGzHlIAAAAJ,\N
Nir Ailon,Nir Ailon,Nir,Ailon,Technion,http://nailon.net.technion.ac.il,NOSCHOLARPAGE,\N
Nir Bitansky,Nir Bitansky,Nir,Bitansky,New York University,https://sites.google.com/site/nirbitansky,XBk56N0AAAAJ,\N
Nir Friedman,Nir Friedman,Nir,Friedman,Hebrew University of Jerusalem,http://www.cs.huji.ac.il/~nir,xjnef1AAAAAJ,\N
Nir Lipovetzky,Nir Lipovetzky,Nir,Lipovetzky,University of Melbourne,http://people.eng.unimelb.edu.au/nlipovetzky,us3IGxsAAAAJ,\N
Nir Oren,Nir Oren,Nir,Oren,University of Aberdeen,https://www.abdn.ac.uk/people/n.oren,dBcYZecAAAAJ,\N
Nir Piterman,Nir Piterman,Nir,Piterman,Chalmers/GU,https://www.chalmers.se/en/staff/Pages/piterman.aspx,I8vnLTgAAAAJ,\N
Nir Rosenfeld,Nir Rosenfeld,Nir,Rosenfeld,Technion,https://nirr.cswp.cs.technion.ac.il,WTlgnYkAAAAJ,\N
Nir Shavit,Nir Shavit,Nir,Shavit,Massachusetts Institute of Technology,http://people.csail.mit.edu/shanir,NOSCHOLARPAGE,\N
Nir Yosef,Nir Yosef,Nir,Yosef,Univ. of California - Berkeley,https://niryosef.wordpress.com,eQ8KEHoAAAAJ,\N
Niranjan Balasubramanian,Niranjan Balasubramanian,Niranjan,Balasubramanian,Stony Brook University,http://www3.cs.stonybrook.edu/~niranjan,X3JCGVIAAAAJ,\N
Nirav Ajmeri,Nirav Ajmeri,Nirav,Ajmeri,University of Bristol,https://niravajmeri.github.io,aACjWd8AAAAJ,\N
Nirav S. Ajmeri,Nirav S. Ajmeri,Nirav,Ajmeri,University of Bristol,https://niravajmeri.github.io,aACjWd8AAAAJ,S.
Nirmala Shenoy,Nirmala Shenoy,Nirmala,Shenoy,Rochester Institute of Technology,https://www.rit.edu/gccis/nirmala-shenoy,NOSCHOLARPAGE,\N
Nirmalya Chowdhury,Nirmalya Chowdhury,Nirmalya,Chowdhury,Jadavpur University,http://jaduniv.edu.in/profile.php?uid=871,NOSCHOLARPAGE,\N
Nirnimesh Ghose,Nirnimesh Ghose,Nirnimesh,Ghose,University of Nebraska,https://cse.unl.edu/~nghose,ei4UVscAAAAJ,\N
Nirupam Roy,Nirupam Roy,Nirupam,Roy,University of Maryland - College Park,https://www.cs.umd.edu/~nirupam,kKyEuTcAAAAJ,\N
Nirupama Bulusu,Nirupama Bulusu,Nirupama,Bulusu,Portland State University,http://web.cecs.pdx.edu/~nbulusu,xpyAqbUAAAAJ,\N
Nirvan Tyagi,Nirvan Tyagi,Nirvan,Tyagi,University of Washington,https://www.cs.cornell.edu/~tyagi,LGM2CvkAAAAJ,\N
Nisai H. Fuengwarodsakul,Nisai H. Fuengwarodsakul,Nisai,Fuengwarodsakul,KMUTNB,https://tggs.kmutnb.ac.th/assoc-prof-dr-ing-nisai-fuengwarodsakul,U6DtNjIAAAAJ,H.
Nisansala P. Yatapanage,Nisansala P. Yatapanage,Nisansala,Yatapanage,Australian National University,https://comp.anu.edu.au/people/nisansala-yatapanage,_Kgwm9YAAAAJ,P.
Nisansala Yatapanage,Nisansala Yatapanage,Nisansala,Yatapanage,Australian National University,https://comp.anu.edu.au/people/nisansala-yatapanage,_Kgwm9YAAAAJ,\N
Nisar R. Ahmed,Nisar R. Ahmed,Nisar,Ahmed,University of Colorado Boulder,https://cohrint.info,HA3R65IAAAAJ,R.
Nisarg Shah,Nisarg Shah 0001,Nisarg,Shah,University of Toronto,http://www.cs.toronto.edu/~nisarg,GCvk26UAAAAJ,\N
Nisha Panwar,Nisha Panwar,Nisha,Panwar,Augusta University,https://sites.google.com/view/panwar,0dhq-70AAAAJ,\N
Nishant A. Mehta,Nishant A. Mehta,Nishant,Mehta,University of Victoria,http://web.uvic.ca/~nmehta,YGeqVQkAAAAJ,A.
Nishanth Ramakrishna Sastry,Nishanth Ramakrishna Sastry,Nishanth,Sastry,University of Surrey,https://www.surrey.ac.uk/people/nishanth-sastry,arSRJpgAAAAJ,Ramakrishna
Nishanth Sastry,Nishanth Sastry,Nishanth,Sastry,University of Surrey,https://www.surrey.ac.uk/people/nishanth-sastry,arSRJpgAAAAJ,\N
Nisheeth K. Vishnoi,Nisheeth K. Vishnoi,Nisheeth,Vishnoi,Yale University,https://cpsc.yale.edu/people/nisheeth-vishnoi,7b5tlJkAAAAJ,K.
Nisheeth Srivastava,Nisheeth Srivastava,Nisheeth,Srivastava,IIT Kanpur,http://www.iitk.ac.in/new/nisheeth-srivastava,bXX0fekAAAAJ,\N
Nita Parekh,Nita Parekh,Nita,Parekh,IIIT Hyderabad,https://www.iiit.ac.in/people/faculty/nita,AxoY6h4AAAAJ,\N
Nitesh Chawla,Nitesh Chawla,Nitesh,Chawla,University of Notre Dame,http://www3.nd.edu/~nchawla,hDLBEhkAAAAJ,\N
Nitesh Saxena,Nitesh Saxena,Nitesh,Saxena,Texas A&M University,https://nsaxena.engr.tamu.edu,_x5BEjoAAAAJ,\N
Nitesh V. Chawla,Nitesh V. Chawla,Nitesh,Chawla,University of Notre Dame,http://www3.nd.edu/~nchawla,hDLBEhkAAAAJ,V.
Nitin Auluck,Nitin Auluck,Nitin,Auluck,IIT Ropar,http://www.iitrpr.ac.in/cse/nitin,pFiwhAIAAAAJ,\N
Nitin H. Vaidya,Nitin H. Vaidya,Nitin,Vaidya,Univ. of Illinois at Urbana-Champaign,http://disc.ece.illinois.edu,C4kPEC0AAAAJ,H.
Nitin Nitin,Nitin Nitin,Nitin,Nitin,University of Cincinnati,https://researchdirectory.uc.edu/p/nitinfu,NOSCHOLARPAGE,\N
Nitin Saxena,Nitin Saxena 0001,Nitin,Saxena,IIT Kanpur,http://www.cse.iitk.ac.in/users/nitin,1Yl1h_YAAAAJ,\N
Nitinder Mohan,Nitinder Mohan,Nitinder,Mohan,TU Delft,https://www.nitindermohan.com,c-Ub9FYAAAAJ,\N
Nitish K. Panigrahy,Nitish K. Panigrahy,Nitish,Panigrahy,Binghamton University,https://www.binghamton.edu/computer-science/people/profile.html?id=npanigrahy,cyrWzJ0AAAAJ,K.
Nitish Panigrahy,Nitish Panigrahy,Nitish,Panigrahy,Binghamton University,https://www.binghamton.edu/computer-science/people/profile.html?id=npanigrahy,cyrWzJ0AAAAJ,\N
Niv Dayan,Niv Dayan,Niv,Dayan,University of Toronto,https://nivdayan.net,16LSwPEAAAAJ,\N
Nivan Ferreira,Nivan Ferreira,Nivan,Ferreira,UFPE,http://www.cin.ufpe.br/~nivan,aXnmMnkAAAAJ,\N
Nivan Ferreira Júnior,Nivan Ferreira Júnior,Nivan,Júnior,UFPE,https://www.cin.ufpe.br/~nivan,aXnmMnkAAAAJ,Ferreira
Nivan Roberto Ferreira Júnior,Nivan Roberto Ferreira Júnior,Nivan,Júnior,UFPE,https://www.cin.ufpe.br/~nivan,aXnmMnkAAAAJ,Roberto Ferreira
Nivedita Arora,Nivedita Arora,Nivedita,Arora,Northwestern University,https://niveditaarora.com,iqQgkQYAAAAJ,\N
Nivio Ziviani,Nivio Ziviani,Nivio,Ziviani,UFMG,http://homepages.dcc.ufmg.br/~nivio,OZ2ju_EAAAAJ,\N
Nizamettin Aydin,Nizamettin Aydin,Nizamettin,Aydin,Yıldız Technical University,https://www.ce.yildiz.edu.tr/personal/naydin?lang=en,JhyQcSIAAAAJ,\N
Nizar Habash,Nizar Habash,Nizar,Habash,NYU Abu Dhabi,https://www.nizarhabash.com,DGb-sBwAAAAJ,\N
Noa Agmon,Noa Agmon,Noa,Agmon,Bar-Ilan University,http://u.cs.biu.ac.il/~agmon,arDFD58AAAAJ,\N
Noah A. Smith,Noah A. Smith,Noah,Smith,University of Washington,https://www.cs.washington.edu/people/faculty/nasmith,TjdFs3EAAAAJ,A.
Noah J. Cowan,Noah J. Cowan,Noah,Cowan,Johns Hopkins University,https://limbs.lcsr.jhu.edu,V6LJpwgAAAAJ,J.
Noah M. Daniels,Noah M. Daniels,Noah,Daniels,University of Rhode Island,https://homepage.cs.uri.edu/~ndaniels,NOSCHOLARPAGE,M.
Noah Snavely [Tech],Noah Snavely [Tech],Noah,[Tech],Cornell University,http://www.cs.cornell.edu/~snavely,Db4BCX8AAAAJ,Snavely
Noah Stephens-Davidowitz,Noah Stephens-Davidowitz,Noah,Stephens-Davidowitz,Cornell University,http://www.noahsd.com,CmAC8DMAAAAJ,\N
Noah Wardrip-Fruin,Noah Wardrip-Fruin,Noah,Wardrip-Fruin,Univ. of California - Santa Cruz,https://engineering.ucsc.edu/people/nwf,8CHPFxYAAAAJ,\N
Noam Hazon,Noam Hazon,Noam,Hazon,Ariel University,http://www.ariel.ac.il/sites/noamh,Bb-VR9sAAAAJ,\N
Noam Nisan,Noam Nisan,Noam,Nisan,Hebrew University of Jerusalem,http://www.cs.huji.ac.il/~noam,zXQZPnMAAAAJ,\N
Noam Rinetzky,Noam Rinetzky,Noam,Rinetzky,Tel Aviv University,http://www.cs.tau.ac.il/~maon,LP53M3gAAAAJ,\N
Noboru Kunihiro,Noboru Kunihiro,Noboru,Kunihiro,University of Tokyo,https://www.k.u-tokyo.ac.jp/pros-e/person/noboru_kunihiro/noboru_kunihiro.htm,qYVEJqEAAAAJ,\N
Noboru Matsuda,Noboru Matsuda,Noboru,Matsuda,North Carolina State University,https://people.engr.ncsu.edu/nmatsud,T7eGKqAAAAAJ,\N
Nobuko Yoshida,Nobuko Yoshida,Nobuko,Yoshida,Imperial College London,https://www.doc.ic.ac.uk/~yoshida,4T-p76AAAAAJ,\N
Nobuo Yamashita,Nobuo Yamashita,Nobuo,Yamashita,Kyoto University,http://www-optima.amp.i.kyoto-u.ac.jp/~nobuo/soran.html,NOSCHOLARPAGE,\N
Nodari Sitchinava,Nodari Sitchinava,Nodari,Sitchinava,University of Hawaii at Manoa,http://www2.hawaii.edu/~nodari,JjQ8xbQAAAAJ,\N
Noel Schulz,Noel Schulz,Noel,Schulz,Washington State University,https://president.wsu.edu/transition/meet-dr-noel-schulz,NOSCHOLARPAGE,\N
Noelia Barreira,Noelia Barreira,Noelia,Barreira,University of A Coruña,https://pdi.udc.es/en/File/Pdi/2829E,NOSCHOLARPAGE,\N
Noelia Barreira-Rodríguez,Noelia Barreira-Rodríguez,Noelia,Barreira-Rodríguez,University of A Coruña,https://pdi.udc.es/en/File/Pdi/2829E,NOSCHOLARPAGE,\N
Noelia Sánchez-Maroño,Noelia Sánchez-Maroño,Noelia,Sánchez-Maroño,University of A Coruña,https://pdi.udc.es/en/File/Pdi/UU49E,6wjamiwAAAAJ,\N
Noemi de La Rocque Rodriguez,Noemi de La Rocque Rodriguez,Noemi,Rodriguez,PUC-RIO,http://www.inf.puc-rio.br/~noemi,NOSCHOLARPAGE,de La Rocque
Noga Ron-Zewi,Noga Ron-Zewi,Noga,Ron-Zewi,University of Haifa,https://sites.google.com/site/nogaronzewi1,-XjJjWMAAAAJ,\N
Noga Zewi,Noga Zewi,Noga,Zewi,University of Haifa,https://sites.google.com/site/nogaronzewi1,-XjJjWMAAAAJ,\N
Nohpill Park,Nohpill Park,Nohpill,Park,Oklahoma State University,http://www.cs.okstate.edu/%7Enpark,NOSCHOLARPAGE,\N
Nojun Kwak,Nojun Kwak,Nojun,Kwak,Seoul National University,http://mipal.snu.ac.kr/index.php/Nojun_Kwak,h_8-1M0AAAAJ,\N
Noman Mohammed,Noman Mohammed,Noman,Mohammed,University of Manitoba,http://www.cs.umanitoba.ca/~noman,8xIFX4wAAAAJ,\N
Noor Al-Máadeed,Noor Al-Máadeed,Noor,Al-Máadeed,Qatar University,http://www.qu.edu.qa/offices/research/CAM/about/staff.php,NOSCHOLARPAGE,\N
Noor Almaadeed,Noor Almaadeed,Noor,Almaadeed,Qatar University,http://www.qu.edu.qa/offices/research/CAM/about/staff.php,NOSCHOLARPAGE,\N
Noor Almadeed,Noor Almadeed,Noor,Almadeed,Qatar University,http://www.qu.edu.qa/offices/research/CAM/about/staff.php,NOSCHOLARPAGE,\N
Noora Fetais,Noora Fetais,Noora,Fetais,Qatar University,http://www.qu.edu.qa/engineering/computer/faculty/noora.php,NOSCHOLARPAGE,\N
Nor Aniza Abdullah,Nor Aniza Abdullah,Nor,Abdullah,University of Malaya,https://umexpert.um.edu.my/noraniza,zWZTnBwAAAAJ,Aniza
Nor Badrul Anuar,Nor Badrul Anuar,Nor,Anuar,University of Malaya,https://umexpert.um.edu.my/badrul,GLlE4Y8AAAAJ,Badrul
Nor Liyana Bt Mohd Shuib,Nor Liyana Bt Mohd Shuib,Nor,Shuib,University of Malaya,https://umexpert.um.edu.my/liyanashuib,qXTI0QAAAAJ,Liyana Bt Mohd
Nora Ayanian,Nora Ayanian,Nora,Ayanian,Brown University,https://vivo.brown.edu/display/nayanian,ke2MEF0AAAAJ,\N
Nora Houari,Nora Houari,Nora,Houari,Concordia University,https://www.concordia.ca/encs/computer-science-software-engineering/faculty.html.html?fpid=nora-houari,NOSCHOLARPAGE,\N
Nora McDonald,Nora McDonald,Nora,McDonald,George Mason University,https://cs.gmu.edu/directory/detail/173,u3BoLzgAAAAJ,\N
Norbert Blum,Norbert Blum,Norbert,Blum,University of Bonn,http://theory.cs.uni-bonn.de/blum/blum.var,NOSCHOLARPAGE,\N
Norbert De Lange,Norbert De Lange,Norbert,Lange,University of Osnabrück,https://www.informatik.uni-osnabrueck.de/institut/personen.html,NOSCHOLARPAGE,De
Norbert Dojer,Norbert Dojer,Norbert,Dojer,University of Warsaw,http://bioputer.mimuw.edu.pl,7tUyVPAAAAAJ,\N
Norbert Fuhr,Norbert Fuhr,Norbert,Fuhr,University of Duisburg-Essen,https://www.is.inf.uni-due.de/staff/fuhr.html,p53Ht7UAAAAJ,\N
Norbert Gronau,Norbert Gronau,Norbert,Gronau,University of Potsdam,https://lswi.de/lehrstuhl/personen/lehrstuhlinhaber/univ-prof-dr-ing-habil-norbert-gronau,FmSsSYwAAAAJ,\N
Norbert Ritter,Norbert Ritter,Norbert,Ritter,University of Hamburg,https://vsis-www.informatik.uni-hamburg.de/vsis/members/look/209,NOSCHOLARPAGE,\N
Norbert Siegmund,Norbert Siegmund,Norbert,Siegmund,University of Leipzig,https://sws.informatik.uni-leipzig.de/team,-DLjBbMAAAAJ,\N
Norbert Th. Müller,Norbert Th. Müller,Norbert,Müller,University of Trier,https://www.uni-trier.de/?id=3591,NOSCHOLARPAGE,Th.
Norbert Wehn,Norbert Wehn,Norbert,Wehn,TU Kaiserslautern,https://ems.eit.uni-kl.de/mitarbeiter/norbert-wehn,sJ9btGAAAAAJ,\N
Norbert Zeh,Norbert Zeh,Norbert,Zeh,Dalhousie University,https://web.cs.dal.ca/~nzeh,GoTWlmgAAAAJ,\N
Nordine Melab,Nordine Melab,Nordine,Melab,CRIStAL,http://cristal.univ-lille.fr/~melab,KqyNV8EAAAAJ,\N
Noriko Arai,Noriko Arai,Noriko,Arai,National Institute of Informatics,https://www.nii.ac.jp/en/faculty/society/arai_noriko,NOSCHOLARPAGE,\N
Noriko H. Arai,Noriko H. Arai,Noriko,Arai,National Institute of Informatics,https://www.nii.ac.jp/en/faculty/society/arai_noriko,NOSCHOLARPAGE,H.
Noriko Hara,Noriko Hara,Noriko,Hara,Indiana University,http://norikohara.org,l13_u9wAAAAJ,\N
Noriko Kando,Noriko Kando,Noriko,Kando,National Institute of Informatics,https://www.nii.ac.jp/en/faculty/society/kando_noriko,IKVCQG8AAAAJ,\N
Noriko Tomuro,Noriko Tomuro,Noriko,Tomuro,DePaul University,http://condor.depaul.edu/~ntomuro,NOSCHOLARPAGE,\N
Norio Katayama,Norio Katayama,Norio,Katayama,National Institute of Informatics,https://www.nii.ac.jp/en/faculty/digital_content/katayama_norio,NOSCHOLARPAGE,\N
Norisma Binti Idris,Norisma Binti Idris,Norisma,Idris,University of Malaya,https://umexpert.um.edu.my/norisma,jCqXPzYAAAAJ,Binti
Norisma Idris,Norisma Idris,Norisma,Idris,University of Malaya,https://umexpert.um.edu.my/norisma,jCqXPzYAAAAJ,\N
Norm Matloff,Norm Matloff,Norm,Matloff,Univ. of California - Davis,http://faculty.engineering.ucdavis.edu/matloff,NOSCHOLARPAGE,\N
Norma G. Sutcliffe,Norma G. Sutcliffe,Norma,Sutcliffe,DePaul University,http://condor.depaul.edu/mnakayam/Nakayama%20IandM%202005.pdf,NOSCHOLARPAGE,G.
